filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
tr_10_tr01010.wav,0.456071615,0.005837923,1042.672385,1384.334158,2190.630079,0.010599089,-579.6693115,120.9630356,-33.08838272,56.46992111,7.257706165,4.710306644,1.988917708,13.70188332,1.335758924,13.91283512,11.08691597,3.744203091,11.07606125,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10_tr01010.wav
tr_1048_tr11049.wav,0.547523975,0.024876533,994.8323904,1435.610682,1934.226457,0.01465432,-450.7527466,108.4226761,-29.89791107,53.07449341,-7.804051876,5.326353073,-8.022464752,8.961792946,-0.283949018,3.295632839,3.028079748,-2.268670321,7.489334106,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_1048_tr11049.wav
tr_10000_tr097082.wav,0.520538926,0.152251363,668.4425793,1116.236249,1300.973511,0.01361084,-302.2677917,127.8383484,-13.6099205,36.1309433,5.110784054,4.058471203,1.626830459,4.522898197,-2.01198554,7.047408581,5.164357662,5.808061123,7.17164135,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10000_tr097082.wav
tr_10002_tr097084.wav,0.645273447,0.141353026,694.5453892,1204.582351,1372.355727,0.007707473,-347.1643372,109.2567139,-5.807846069,45.47582626,0.014915596,15.63237572,-0.073167503,9.660696983,2.784854412,10.50559616,9.157939911,5.360935688,10.82897949,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10002_tr097084.wav
tr_10001_tr097083.wav,0.578857303,0.14758794,701.233852,1193.312482,1430.052807,0.010718075,-314.3440857,121.5663986,-13.63532448,39.23799133,1.316137552,11.98270512,-2.986043453,6.102071285,0.221080393,8.692893982,9.341649055,5.502690792,6.445087433,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10001_tr097083.wav
tr_10003_tr097085.wav,0.556217968,0.147366613,668.7885245,1175.221382,1330.907615,0.012354104,-314.0030212,124.6490479,-16.54766273,41.35928726,0.460414529,7.852372169,-0.480784953,7.782158852,-1.443681955,8.883302689,6.974555016,4.379589081,7.045129776,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10003_tr097085.wav
tr_10004_tr097086.wav,0.573640287,0.142185301,626.5898285,1136.008954,1209.247142,0.009746683,-337.0542908,122.5011063,-9.281615257,38.89546585,0.385006607,6.434599876,-0.363203913,7.86523819,0.101144463,9.18043232,6.346693993,5.729897022,10.70811272,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10004_tr097086.wav
tr_10005_tr097087.wav,0.669341564,0.138511077,511.2934898,1074.144141,928.066049,0.007341232,-363.1639404,114.5409698,-2.575800896,37.21674347,4.858931065,11.70931625,4.317520618,11.16357803,1.745141268,11.3245697,10.11025429,5.575951099,10.14428329,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10005_tr097087.wav
tr_10006_tr097088.wav,0.565654993,0.149063751,716.9941644,1201.589882,1427.949167,0.012536015,-314.7907715,119.1372452,-12.18973064,39.05967331,-1.032803416,9.37122345,0.318110913,6.179186344,-0.817256331,9.508710861,7.283779621,3.09444499,9.088568687,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10006_tr097088.wav
tr_10007_tr097089.wav,0.551264584,0.148605049,574.7369,1075.967007,1086.567239,0.010766807,-333.8637695,119.0763855,-6.982936859,36.7906456,8.052124977,3.126283646,2.282688379,8.760788918,-0.421526223,9.269055367,6.995123386,4.96466732,7.729361534,/content/drive/MyDrive/VoiceShieldDataset/ProcessedDataset/NonThreatData/tr_10007_tr097089.wav
